phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,e_Gmag,e_BPmag,e_RPmag,clase_real
16.25036,17.481045,15.147088,2.3339567,0.0007415598179881,0.0085640230934067,0.0022196057014189,Enana
12.588436,13.540819,11.63121,1.9096088,0.0002465984461149,0.0011081868485437,0.0004268637130035,Gigante
17.792128,19.261778,16.601664,2.6601143,0.0014964738659936,0.0364810203384681,0.0075299229361776,Enana
13.190373,14.080354,12.258223,1.8221312,0.0001905177087929,0.0009615818353206,0.0003348874126958,Gigante
11.354067,11.707811,10.836016,0.87179565,0.0002463643766275,0.0006769239905293,0.000462961344217,Enana
13.544673,14.160906,12.794047,1.3668585,0.0001435019595425,0.0006800186613773,0.0004255143485979,Gigante
12.508487,13.257612,11.66497,1.5926418,0.0001988066646176,0.0006172688765745,0.000437948106989,Gigante
13.895204,14.185578,13.438358,0.74722004,0.0002908722361937,0.0011070778149211,0.0006565702505218,Enana
13.206205,13.981234,12.345442,1.6357918,0.000144164301985,0.0007902069746848,0.0004598971101598,Gigante
12.358965,13.131946,11.50084,1.6311054,0.0001976801203644,0.0007405793344722,0.0003316931051276,Gigante
9.199595,10.05219,8.299753,1.7524366,0.0003184208865454,0.0010498565305144,0.0004962280213722,Gigante
16.205349,17.187943,14.881774,2.3061686,0.000918617537914,0.0587409686252122,0.0317852461469239,Enana
17.023512,18.510773,15.806609,2.7041636,0.0010281261383914,0.0250155155590532,0.0044975178321532,Enana
17.370323,18.69923,16.247942,2.4512882,0.0011597239909946,0.0337833446958155,0.0057164637775347,Enana
13.744683,14.862984,12.704249,2.1587343,0.0002155704839032,0.001467593502034,0.0003401847655743,Gigante
13.514385,14.351457,12.613312,1.7381449,0.0001429970806677,0.0007548040003426,0.0003180610030911,Gigante
15.672282,16.285076,14.907298,1.377778,0.0004114519217692,0.0038449455748958,0.0021654755626298,Enana
13.04813,13.971619,12.104244,1.8673744,0.0001567887339152,0.0006964910868077,0.0003789849131196,Gigante
9.407029,10.149521,8.564838,1.5846825,0.0002545306410165,0.0007262674002906,0.0004859883799069,Gigante
13.607725,14.417587,12.722582,1.6950054,0.0001841819920211,0.0007234632036556,0.0005004307826362,Gigante
11.347159,11.916381,10.630631,1.2857494,0.000323755290335,0.0005356965536864,0.000300095504931,Gigante
15.501395,16.105606,14.761359,1.3442469,0.0004642318806303,0.0042836698701817,0.0011988338001356,Enana
13.195873,13.837548,12.424066,1.4134827,0.0001789185917701,0.0008112054661744,0.0006859959381188,Gigante
13.631893,14.283817,12.85257,1.4312477,0.0003495554299837,0.0017214491363031,0.0009645435618772,Enana
15.433024,16.017057,14.704142,1.3129158,0.0004165478570642,0.0028146846543587,0.0021505168852209,Enana
14.400433,14.948857,13.693553,1.2553043,0.0003091937604401,0.0015991529937205,0.0010782732319383,Enana
13.666028,14.717495,12.654864,2.0626307,0.0002047411856675,0.0007911108977376,0.0004342423261665,Gigante
17.674376,19.107021,16.51812,2.5889015,0.0016166456440828,0.0287093977275043,0.00628534777131,Enana
16.796448,17.78508,15.81659,1.9684896,0.0009012114750409,0.0115372096771292,0.0033519725076897,Enana
13.686123,14.096315,13.105387,0.99092865,0.0002033121059822,0.0012340838132474,0.0010049367350696,Enana
13.407667,13.78178,12.799365,0.9824152,0.0001771640199838,0.0030389173382878,0.0054858936817096,Gigante
9.459809,9.967387,8.422231,1.5451565,0.0004540340715839,0.0022659101705578,0.0011259349338937,Gigante
9.245685,10.290054,8.246328,2.043726,0.0002425893961232,0.0010326068452471,0.0005339476915256,Gigante
16.076612,17.13276,15.05595,2.076809,0.0006982735934192,0.0090472432611044,0.0026022090197152,Enana
14.609565,15.098275,13.952777,1.1454983,0.0002438854301763,0.0016075553287728,0.0019249614321677,Enana
12.547618,13.162803,11.795707,1.367096,0.0002892831728943,0.0009956287680905,0.000544096775249,Gigante
11.124294,12.026655,10.195276,1.8313789,0.0002523630826212,0.0005749558368455,0.0003014441437673,Gigante
13.829817,14.480666,13.053418,1.427248,0.0001866206685688,0.0013869789363603,0.0006006091389413,Gigante
14.9354515,15.38976,14.306086,1.0836744,0.0004026744241704,0.0017227120079023,0.0022754915399826,Enana
16.475206,17.73236,15.355179,2.377182,0.0009628880207249,0.0159239577743341,0.0035932396922381,Enana
17.816677,19.425835,16.60016,2.825674,0.0013349288855526,0.0442861312928366,0.0072315819215557,Enana
13.071239,13.984482,12.1296215,1.8548603,0.0001888947173598,0.0006635973005212,0.0003416363432887,Gigante
17.920135,19.860767,16.565979,3.2947884,0.0015420265614286,0.0784043227321783,0.009040483969792,Enana
14.184349,15.240563,13.1752405,2.0653229,0.0002012440200954,0.0010611423958633,0.0003615890737614,Gigante
14.6408825,16.2094,13.444053,2.7653475,0.0002964964088095,0.0023762185321899,0.0006097928519688,Gigante
15.362969,15.798234,14.757701,1.0405331,0.0004162081822986,0.0029010307104228,0.0032843066115807,Enana
12.812926,13.372089,12.100088,1.2720013,0.0009896909841809,0.0035369143964255,0.0037772305611266,Gigante
16.630033,18.451122,15.336803,3.1143188,0.001179757415266,0.015975351938672,0.0020970649008327,Enana
10.374317,10.649224,9.924782,0.7244425,0.0002301856079584,0.0006723024455103,0.0003632813203576,Gigante
11.515724,12.273677,10.66617,1.6075068,0.0002417176583542,0.000516305360194,0.0002807790150944,Gigante
16.358267,17.039476,15.569913,1.4695635,0.0006344597030486,0.0054313525780212,0.0027856330127935,Enana
12.724752,13.175947,12.105696,1.0702515,0.0001846213763802,0.0005289487643759,0.0002662865520064,Gigante
14.47489,14.958167,13.827158,1.1310091,0.0002638404215655,0.0024790261218208,0.0021428131187363,Enana
14.789335,15.423505,14.028096,1.3954086,0.0003518759030566,0.0032567556434517,0.0013734652545764,Enana
14.488618,15.443813,13.522212,1.9216013,0.0002435558324233,0.0019712658387735,0.0007592051337478,Gigante
12.94282,13.432098,12.281158,1.15094,0.0004458952831451,0.0013201679717831,0.0008650525865012,Enana
15.938159,16.830584,15.006694,1.8238897,0.0004923989567511,0.0053737397523189,0.0020244519022413,Enana
14.334913,14.733282,13.76285,0.9704323,0.0002804631669324,0.0016280679396696,0.0009896548273283,Enana
14.418236,15.268068,13.511116,1.7569523,0.0002113367515577,0.0011882827240317,0.0006412690617563,Gigante
14.6939,15.33615,13.9244,1.4117498,0.000311261693467,0.0021869637084639,0.0011640940408059,Enana
13.12475,13.525027,12.550815,0.97421265,0.0002792732762008,0.0016510782778545,0.0008135151867546,Enana
15.799651,16.575542,14.933973,1.6415691,0.0005285173556784,0.004722227102226,0.0022558275116828,Enana
16.882538,17.764257,15.972679,1.7915783,0.0008763703935448,0.0164164127061716,0.0040662434973254,Enana
14.84993,15.347727,14.183834,1.1638927,0.0002591241873472,0.0014501521062445,0.0008385985850384,Enana
12.380546,13.040404,11.594854,1.44555,0.0001845862542452,0.0008325087680881,0.0003044488128318,Gigante
12.7909975,13.5794,11.921948,1.6574516,0.0001762043301919,0.0008479917173357,0.0004636533873006,Gigante
17.780607,19.169598,16.620092,2.5495052,0.001640690333331,0.0336104207270777,0.0100178460777688,Enana
14.267662,14.810418,13.5630245,1.2473936,0.0002154392451509,0.0014191699550037,0.0010954547145234,Enana
12.273182,12.758627,11.627107,1.1315203,0.0002431239591036,0.0008021252711387,0.0005354911366937,Gigante
15.518991,16.193232,14.73862,1.4546118,0.0004571011668708,0.0036822423795534,0.0017445751536578,Enana
12.823201,13.620277,11.952976,1.6673012,0.0001733017428188,0.0005940438817621,0.0003629404171671,Gigante
14.507014,14.913048,13.923619,0.9894285,0.0003054241662139,0.00265470135897,0.0010819161896275,Enana
14.151315,15.118034,13.182259,1.9357758,0.0003918775849009,0.0018741536016576,0.0011090157870081,Gigante
12.741457,13.016924,12.314389,0.7025347,0.0046653001600157,0.0138205946511828,0.0134486652216113,Enana
12.335121,12.692049,11.805666,0.88638306,0.0002519909522867,0.0008736094409696,0.0005046664524273,Enana
10.782177,11.568089,9.913855,1.6542339,0.000139805026338,0.0007026271358483,0.0002979242186673,Gigante
14.404183,15.196126,13.534128,1.6619978,0.0001918188181632,0.0015070899835364,0.0005499536723971,Gigante
7.2509413,8.443972,6.1746917,2.26928,0.0003250848398379,0.0010548953440695,0.0006279465622652,Gigante
12.727342,13.444737,11.89894,1.5457973,0.0003123463352484,0.00174379907013,0.000827360635419,Gigante
11.552695,12.347859,10.6321125,1.7157469,0.0003954166075172,0.0008542557813962,0.0004080027000317,Gigante
13.399836,14.068973,12.6095085,1.4594641,0.0001877465862257,0.0008123640265298,0.000446727002561,Gigante
